FLAIR_NC_Intensity_CoefficientOfVariation,FLAIR_NC_Intensity_Energy,FLAIR_NC_Intensity_InterQuartileRange,FLAIR_NC_Intensity_Kurtosis,FLAIR_NC_Intensity_Mean,FLAIR_NC_Intensity_MeanAbsoluteDeviation,FLAIR_NC_Intensity_Median,FLAIR_NC_Intensity_MedianAbsoluteDeviation,FLAIR_NC_Intensity_Minimum,FLAIR_NC_Intensity_Mode,FLAIR_NC_Intensity_NinetiethPercentile,FLAIR_NC_Intensity_QuartileCoefficientOfVariation,FLAIR_NC_Intensity_Range,FLAIR_NC_Intensity_StandardDeviation,FLAIR_NC_Intensity_Sum,FLAIR_NC_Intensity_TenthPercentile,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-0_Frequency,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-0_Probability,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-10_Frequency,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-10_Probability,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-11_Frequency,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-11_Probability,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-12_Frequency,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-12_Probability,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-13_Frequency,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-13_Probability,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-14_Frequency,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-14_Probability,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-15_Frequency,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-15_Probability,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-1_Frequency,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-1_Probability,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-2_Frequency,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-2_Probability,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-3_Frequency,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-3_Probability,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-4_Probability,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-5_Frequency,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-5_Probability,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-6_Frequency,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-6_Probability,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-7_Frequency,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-7_Probability,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-8_Frequency,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-8_Probability,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-9_Frequency,FLAIR_NC_Histogram_Bins-16_Bins-16_Bin-9_Probability,FLAIR_NC_Histogram_Bins-16_Bins-16_CoefficientOfVariation,FLAIR_NC_Histogram_Bins-16_Bins-16_Energy,FLAIR_NC_Histogram_Bins-16_Bins-16_Entropy,FLAIR_NC_Histogram_Bins-16_Bins-16_FifthPercentileMean,FLAIR_NC_Histogram_Bins-16_Bins-16_Kurtosis,FLAIR_NC_Histogram_Bins-16_Bins-16_Mean,FLAIR_NC_Histogram_Bins-16_Bins-16_MeanAbsoluteDeviation,FLAIR_NC_Histogram_Bins-16_Bins-16_MedianAbsoluteDeviation,FLAIR_NC_Histogram_Bins-16_Bins-16_NinetyFifthPercentile,FLAIR_NC_Histogram_Bins-16_Bins-16_NinetyFifthPercentileMean,FLAIR_NC_Histogram_Bins-16_Bins-16_QuartileCoefficientOfVariation,FLAIR_NC_Histogram_Bins-16_Bins-16_RobustMeanAbsoluteDeviation1090,FLAIR_NC_Histogram_Bins-16_Bins-16_RootMeanSquare,FLAIR_NC_Histogram_Bins-16_Bins-16_Skewness,FLAIR_NC_Histogram_Bins-16_Bins-16_Uniformity,FLAIR_NC_Morphologic_Eccentricity,FLAIR_NC_Morphologic_EllipseDiameter_Axis-0,FLAIR_NC_Morphologic_EllipseDiameter_Axis-1,FLAIR_NC_Morphologic_EllipseDiameter_Axis-2,FLAIR_NC_Morphologic_Elongation,FLAIR_NC_Morphologic_EquivalentSphericalPerimeter,FLAIR_NC_Morphologic_EquivalentSphericalRadius,FLAIR_NC_Morphologic_Flatness,FLAIR_NC_Morphologic_LargestComponentSize,FLAIR_NC_Morphologic_Roundness,FLAIR_NC_GLCM_Bins-16_Radius-1_AutoCorrelation,FLAIR_NC_GLCM_Bins-16_Radius-1_ClusterProminence,FLAIR_NC_GLCM_Bins-16_Radius-1_ClusterShade,FLAIR_NC_GLCM_Bins-16_Radius-1_Contrast,FLAIR_NC_GLCM_Bins-16_Radius-1_Correlation,FLAIR_NC_GLCM_Bins-16_Radius-1_Energy,FLAIR_NC_GLCM_Bins-16_Radius-1_Entropy,FLAIR_NC_GLCM_Bins-16_Radius-1_Homogeneity,FLAIR_NC_GLRLM_Bins-16_Radius-1_GreyLevelNonuniformity,FLAIR_NC_GLRLM_Bins-16_Radius-1_LongRunEmphasis,FLAIR_NC_GLRLM_Bins-16_Radius-1_LongRunHighGreyLevelEmphasis,FLAIR_NC_GLRLM_Bins-16_Radius-1_LongRunLowGreyLevelEmphasis,FLAIR_NC_GLRLM_Bins-16_Radius-1_ShortRunEmphasis,FLAIR_NC_GLRLM_Bins-16_Radius-1_ShortRunHighGreyLevelEmphasis,FLAIR_NC_GLRLM_Bins-16_Radius-1_ShortRunLowGreyLevelEmphasis,FLAIR_NC_GLSZM_Bins-16_Radius-1_GreyLevelMean,FLAIR_NC_GLSZM_Bins-16_Radius-1_GreyLevelNonUniformity,FLAIR_NC_GLSZM_Bins-16_Radius-1_GreyLevelNonUniformityNormalized,FLAIR_NC_GLSZM_Bins-16_Radius-1_GreyLevelVariance,FLAIR_NC_GLSZM_Bins-16_Radius-1_HighGreyLevelEmphasis,FLAIR_NC_GLSZM_Bins-16_Radius-1_LargeZoneEmphasis,FLAIR_NC_GLSZM_Bins-16_Radius-1_LargeZoneHighGreyLevelEmphasis,FLAIR_NC_GLSZM_Bins-16_Radius-1_LargeZoneLowGreyLevelEmphasis,FLAIR_NC_GLSZM_Bins-16_Radius-1_LowGreyLevelEmphasis,FLAIR_NC_GLSZM_Bins-16_Radius-1_SmallZoneEmphasis,FLAIR_NC_GLSZM_Bins-16_Radius-1_SmallZoneHighGreyLevelEmphasis,FLAIR_NC_GLSZM_Bins-16_Radius-1_SmallZoneLowGreyLevelEmphasis,FLAIR_NC_GLSZM_Bins-16_Radius-1_ZonePercentage,FLAIR_NC_GLSZM_Bins-16_Radius-1_ZoneSizeEntropy,FLAIR_NC_GLSZM_Bins-16_Radius-1_ZoneSizeMean,FLAIR_NC_GLSZM_Bins-16_Radius-1_ZoneSizeNonUniformity,FLAIR_NC_GLSZM_Bins-16_Radius-1_ZoneSizeNoneUniformityNormalized,FLAIR_NC_NGTDM_Coarsness,FLAIR_NC_NGTDM_Complexity
0.1823566046,146921644,45,3.07063919,182.3568756,-2.138939685e-13,183.0,-0.6431244153,37,176,224,0.1226158038,218,33.25398066,779758,138,2,0.0004677268475,687,0.1606641721,677,0.1583255379,586,0.1370439663,343,0.08021515435,212,0.04957904584,149,0.03484565014,5,0.001169317119,5,0.001169317119,14,0.003274087933,0.006548175865,79,0.01847521048,180,0.04209541628,298,0.06969130028,424,0.09915809167,587,0.1372778297,0.2408400994,466384,3.306318946,108.1016043,3.024711934,10.15341441,-4.440476674e-14,0.153414406,237.3355062,247.0603015,0.1428571429,1.462088278,10.44366598,-0.2788729743,0.1154720891,0.9160853111,11.65689271,18.42156362,36.54502215,1.983817601,1240.627924,9.936097489,1.580315105,4109,0.4624144703,33482.04725,1251.368361,-15.69917266,2.788706652,0.1277071488,0.02358269798,5.873080563,0.5468537163,9892.452992,1.074888132,137.9648976,0.01152193155,0.9832696385,125.4091437,0.01076708652,10.16666667,32.2183908,0.09258158277,9.742337165,113.1034483,2655.425287,357162.9914,21.69680997,0.01916136108,0.5099359104,57.84479899,0.0102142537,0.08138447147,6.102092515,12.28735632,85.92528736,0.2469117453,0.0001785904991,1430.674831
0.1210988219,158287740,23,5.117698335,162.1942664,4.441455261e-13,161.0,1.194266442,0,161,188,0.07076923077,255,19.64153459,961812,139,2,0.0003372681282,1914,0.3227655987,876,0.1477234401,334,0.0563237774,85,0.01433389545,13,0.002192242833,4,0.0006745362563,0,0.0,0,0.0,0,0.0,0.0,1,0.0001686340641,35,0.005902192243,174,0.02934232715,643,0.1084317032,1849,0.3118043845,0.1303019287,564037,2.353009859,119.083004,4.640029884,9.670994941,-1.162498241e-13,-0.329005059,198.0302296,208.0238095,0.05263157895,0.783500249,9.752735596,0.05250453478,0.2392582945,0.8095917317,16.46088068,20.89266992,31.59295884,1.51215517,1541.137591,11.07428701,1.2692316,5689,0.5151354868,7811.998764,66.91808726,1.564506135,1.497491789,0.3325502996,0.0804211453,4.309434633,0.6398426927,22171.90141,1.331401777,152.0038123,0.02700466562,0.9418239099,110.1091488,0.008729712717,10.87155963,42.82874618,0.130974759,5.292371574,123.4831804,21773.93884,2461337.281,195.4534273,0.01264227939,0.5034758669,64.52924604,0.005504249291,0.05514333895,5.614358033,18.13455657,79.68501529,0.2436850621,6.646500683e-05,789.1867172
0.1703911291,137449437,31,4.138734803,146.459772,1.607809758e-13,146.0,0.4597719608,30,142,177,0.1058020478,225,24.95544592,912005,116,5,0.0008029548739,521,0.08366789786,221,0.03549060543,93,0.01493496066,51,0.008190139714,16,0.002569455597,6,0.0009635458487,6,0.0009635458487,9,0.001445318773,31,0.004978320218,0.02264332744,366,0.05877629677,800,0.1284727798,1414,0.2270756383,1439,0.2310904127,1108,0.1779348001,0.2326490487,396995,2.880766449,92.2,3.940957755,7.776939136,-1.051031574e-13,-0.223060864,189.6008902,205.6510791,0.125,1.00410688,7.984598552,0.1527820561,0.1656855539,0.8766463879,14.41999092,21.13487808,36.28400412,1.716783224,1559.324492,11.13943896,1.465665145,5790,0.3581674391,7618.450706,256.8013868,3.175721409,1.895349246,0.2488807592,0.05151013734,4.929911648,0.6096392556,18291.0707,1.065979895,86.43909612,0.01743140022,0.9846986837,80.8139017,0.01600588722,9.312111801,61.20807453,0.095043594,8.786126596,95.5015528,5524.364907,426513.1382,74.52747113,0.02067563555,0.5373535795,53.39701917,0.01115925692,0.1034205878,5.962040669,9.669254658,177.8416149,0.2761515759,0.0001111555888,1017.660977
0.1886084575,145537009,34,3.915365585,146.189629,-1.79074922e-13,142.0,4.189628954,71,139,182,0.1172413793,184,27.57260042,961343,115,13,0.001976885645,214,0.03254257908,133,0.02022506083,78,0.01186131387,55,0.008363746959,32,0.004866180049,22,0.003345498783,86,0.01307785888,186,0.02828467153,519,0.07892335766,0.1376216545,1416,0.2153284672,1102,0.1675790754,764,0.1161800487,621,0.09443430657,430,0.0653892944,0.4023940563,276305,3.249611446,97.75157233,3.834334146,6.013534063,-1.520621963e-13,0.01353406326,197.1058707,216.359375,0.2727272727,1.406789762,6.482066314,0.7094481721,0.128997662,0.6661412301,17.09667838,20.46622388,25.08057165,1.225461609,1336.619527,10.31333129,1.197087728,4595,0.8006841758,8099.625106,1864.021775,97.76370271,3.004917499,0.1252941083,0.03490443541,5.733266402,0.5605386999,15778.08028,1.05052771,60.06531264,0.03366197598,0.9885591138,57.35216676,0.03177491506,7.146258503,87.22902494,0.09889912125,8.16568328,59.23469388,3154.092971,128585.6395,86.53097219,0.04562671478,0.5771744404,32.91597184,0.03000009814,0.1341240876,5.819242313,7.455782313,276.1746032,0.3131231329,0.0001778756647,754.9486731
0.1824962225,323962710,36,3.746507914,147.2073542,5.46994146e-13,148.0,-0.7926458391,40,159,178,0.1224489796,215,26.86478607,2129796,115,13,0.0008985346973,1028,0.07105335914,462,0.03193254078,172,0.01188830523,102,0.007050041471,44,0.00304119436,38,0.002626486038,21,0.001451479126,75,0.005183854023,217,0.01499861764,0.03870611004,1304,0.09012994194,2546,0.1759745646,2426,0.1676803981,2955,0.2042438485,2505,0.1731407244,0.2697773255,864271,3.030765063,90.87624467,3.665637914,7.462192425,-4.176385837e-13,-0.5378075753,190.6580832,207.7218935,0.2,1.26175875,7.728953961,0.129779906,0.146928787,0.785280701,23.45147851,27.69362852,41.16103151,1.486299691,2808.713443,14.95026134,1.180890514,13997,0.2532450526,10181.9803,568.7456593,5.907798385,2.296044551,0.1836721896,0.03762277936,5.366587566,0.5915350627,39371.26464,1.074193137,83.37756504,0.01962170149,0.983696518,76.31075772,0.01823792578,9.006051437,122.5582451,0.09270669068,8.927346134,90.03630862,10458.60817,804063.941,149.2332626,0.02442610333,0.5371798972,48.49130768,0.01353915941,0.09137406691,6.213431206,10.94402421,360.4810893,0.2726785849,5.546156453e-05,957.0042488
0.123784458,369379406,24,3.605336487,162.3777359,-1.197168212e-12,162.0,0.3777359038,60,163,189,0.07407407407,184,20.09984002,2240488,138,2,0.0001449485433,1654,0.1198724453,1002,0.07261922018,411,0.02978692564,152,0.01101608929,17,0.001232062618,5,0.0003623713582,9,0.0006522684447,18,0.001304536889,57,0.004131033483,0.01014639803,383,0.02775764604,1136,0.08233077258,2374,0.1720539209,3247,0.23532396,3191,0.2312654008,0.2115211516,1011881,2.858164672,117.8341544,3.572731421,8.378243224,2.196245472e-13,0.3782432237,196.8815626,205.3253182,0.125,1.150572549,8.563605459,-0.02128486843,0.1667878283,0.6145865199,23.45613823,31.31578831,34.35704622,1.097115802,2702.964402,14.6661199,1.335078605,13214,0.3152641491,10207.82619,328.12154,3.841189206,1.24149959,0.2815705865,0.05556886078,4.783609995,0.6674653182,37684.27963,1.111274466,101.2480021,0.01495767521,0.9759601817,88.90113762,0.01327838622,8.907300116,90.32329085,0.1046619824,7.050502908,86.39049826,23226.45423,2119880.568,265.4208325,0.019821006,0.5098806679,46.07186794,0.01099159031,0.06254529642,6.108992769,15.98841251,215.0509849,0.2491900173,4.63891475e-05,1120.919624
0.3107413771,43907817,55,3.124233697,140.1722277,-6.554564981e-15,134.0,6.172227674,12,128,202,0.1985559567,243,43.55731105,285671,90,3,0.001472031403,172,0.08439646712,124,0.06084396467,72,0.03532875368,73,0.03581943081,40,0.01962708538,56,0.02747791953,9,0.00441609421,22,0.01079489696,46,0.02257114818,0.05004906771,193,0.09470068695,290,0.142296369,353,0.1732090285,272,0.1334641806,211,0.1035328754,0.360532282,144553,3.488539227,59.62244898,3.000194476,7.92296369,-1.1799088580000001e-14,-0.07703631011,223.5296388,242.5858586,0.25,1.618044329,8.421926847,0.4383343547,0.1053983152,0.5901491729,12.61576681,15.90225513,17.54503921,1.103305102,726.9440976,7.605811807,1.260506425,1843,0.6625475863,25140.78663,2070.972828,61.68897859,6.414292198,0.07422322608,0.01504549053,6.63027212,0.4125689417,4680.724612,1.136768336,100.6855606,0.02237454454,0.9763718216,86.89715553,0.01955517835,9.868338558,27.86520376,0.08735173593,11.06103517,108.4451411,444.7210031,30214.95611,7.71732575,0.02411424602,0.5222092935,61.35729982,0.01181753254,0.1565260059,6.017758658,6.388714734,82.81818182,0.2596181248,0.0005495707119,922.662282
0.1551909182,3049904,26,10.88428176,174.3469388,-6.380383750000001e-15,175.5,-1.153061224,37,156,201,0.07303370787,198,27.05706152,17086,150,1,0.01020408163,28,0.2857142857,17,0.1734693878,24,0.2448979592,8,0.08163265306,2,0.02040816327,1,0.01020408163,0,0.0,1,0.01020408163,1,0.01020408163,0.0,0,0.0,0,0.0,1,0.01020408163,5,0.05102040816,9,0.09183673469,0.2066727349,11393,2.734394828,92.8,10.14575722,10.56122449,-2.9001744319999996e-16,-0.4387755102,207.4173765,216.4,0.09090909091,1.009734992,10.78216593,-2.010005089,0.1903373594,0.811137301,2.428580014,3.480402548,4.970981694,1.4282778,37.96929893,1.738246474,1.433101865,22,0.9576416621,13709.4023,101.1112573,-0.2266249453,2.477099237,0.1971317995,0.05164326088,4.739584224,0.5716943447,447.1409396,1.311241611,182.5880872,0.02508622571,0.9436915082,130.9603197,0.01891506166,11.38636364,6.909090909,0.1570247934,8.282541322,137.9318182,7.772727273,1066.113636,0.08537829583,0.03353939069,0.5408694406,72.8173614,0.03012176568,0.4489795918,4.462288369,2.227272727,13.18181818,0.2995867769,0.004536406981,971.405639
0.1711817754,219776587,38,4.312881365,184.5087691,3.030047868e-13,188.0,-3.491230867,49,196,222,0.1016042781,206,31.58453868,1157239,147,9,0.00143494898,1130,0.1801658163,1138,0.1814413265,870,0.1387117347,586,0.09343112245,243,0.03874362245,59,0.009406887755,25,0.003985969388,38,0.006058673469,68,0.01084183673,0.01403061224,92,0.01466836735,141,0.02248086735,372,0.05931122449,556,0.08864795918,857,0.1366390306,0.2457921241,668717,3.25563774,100.0223642,4.281142455,10.02726403,1.551276114e-13,0.02726403061,229.107633,237.6754967,0.1428571429,1.417929591,10.325668,-0.8642846705,0.1260766693,0.8309456253,15.12610799,22.30671711,33.01645933,1.480112881,1567.035284,11.16694702,1.474716241,5833,0.4734986821,24254.23718,1469.052923,-62.33332924,1.383491972,0.176183078,0.03702488111,5.261980514,0.6349287241,14079.50396,1.127520493,139.8950126,0.01563105999,0.9708327569,118.3788405,0.01423881549,8.028985507,32.66376812,0.09467758874,10.39915984,74.86376812,10840.89275,1556480.104,79.10068364,0.05127107452,0.5181471707,39.74418962,0.0333620147,0.05500637755,6.054638073,18.17971014,87.84637681,0.2546271792,0.0001103544108,1402.368156
0.2983450987,239667230,67,2.604791907,162.0572792,1.256592284e-13,158.0,4.057279236,7,151,231,0.2036474164,248,48.34899496,1358040,101,13,0.001551312649,822,0.09809069212,767,0.0915274463,628,0.07494033413,584,0.06968973747,574,0.06849642005,512,0.06109785203,38,0.004534606205,69,0.008233890215,160,0.01909307876,0.02422434368,334,0.03985680191,485,0.05787589499,848,0.1011933174,1144,0.1365155131,1199,0.1430787589,0.3294408702,834538,3.600622384,59.12373737,2.585636225,9.478281623,4.58803719e-13,0.4782816229,242.4624993,250.2468828,0.2631578947,1.979987369,9.979322297,-0.1153967722,0.09222489619,0.8254164812,17.43610903,23.31648459,35.71689684,1.531830268,1869.85294,12.1982855,1.337252741,7603,0.4622819912,54821.09613,3293.048007,-51.58114559,3.104117318,0.08780189624,0.0193759501,6.19962889,0.5476162318,15257.16864,1.059412307,121.7323352,0.01735569314,0.9859566557,111.4913184,0.01651495942,8.216510903,64.13395639,0.09989712833,8.802032686,76.31308411,5048.17757,696861.324,42.64707666,0.02916472408,0.4961278448,37.72031825,0.01477739602,0.07661097852,6.265681666,13.0529595,149.9314642,0.2335381062,0.0001226663675,1218.950192
0.1105296139,82020555,25,3.675584919,189.4785113,-9.570447128000001e-14,191.0,-1.521488702,103,185,215,0.0656167979,152,20.94298669,427653,163,4,0.001772264067,347,0.1537439078,249,0.1103234382,98,0.04342046965,48,0.02126716881,13,0.005759858219,5,0.002215330084,7,0.003101462118,14,0.006202924236,23,0.01019051839,0.02171023482,91,0.04031900753,175,0.07753655295,275,0.1218431546,369,0.1634913602,490,0.2171023482,0.2586777654,177136,3.166499721,139.6846847,3.668514186,8.576871954,-6.505700325000001e-14,-0.4231280461,222.0327673,230.5959596,0.1764705882,1.245645318,8.85905988,-0.4253197997,0.135156729,0.7551555599,12.72007074,12.93654765,19.56820678,1.512629746,685.0503691,7.383398693,1.017018531,1686,0.3538940671,17029.47697,816.9007281,-25.53661601,3.355251692,0.1363341123,0.02627606417,5.818261569,0.5140072807,6655.524662,1.036805198,100.7653421,0.01674024589,0.9914823876,96.01017772,0.01626686122,9.403603604,56.18558559,0.1012352893,8.074941969,96.5027027,171.3459459,17606.77658,1.842903354,0.02444092398,0.636766207,62.459703,0.01848288951,0.2459016393,5.542622763,4.066666667,208.4594595,0.3756026297,0.0003343933073,1108.923041
0.2364373555,205178492,42,3.364826861,144.31597,7.869919555e-13,142.0,2.315969989,30,143,191,0.1478873239,225,34.1216863,1346468,103,5,0.0005359056806,623,0.0667738478,500,0.05359056806,364,0.03901393355,169,0.018113612,84,0.009003215434,85,0.00911039657,9,0.0009646302251,60,0.006430868167,206,0.02207931404,0.05198285102,1001,0.1072883173,1332,0.1427652733,1617,0.1733118971,1722,0.1845659164,1068,0.1144694534,0.3206713991,598155,3.295372587,80.40493827,3.247188345,7.62454448,-1.024470493e-13,0.6245444802,207.9592835,225.2324561,0.2,1.409343969,8.006930278,0.4391421184,0.1216747828,0.8952769038,12.69783352,15.98301061,31.97691305,2.000681463,1093.032413,9.326347396,1.258719496,3398,0.5121299764,14292.26665,1204.26865,41.16294558,1.964425443,0.1577474255,0.03455807108,5.531019639,0.5969430477,22072.36808,1.055291183,84.161597,0.01995982436,0.9872268342,79.04117308,0.01880210016,8.181672026,120.5707395,0.09692181636,8.978249294,75.91800643,1779.419614,139963.3826,24.22388149,0.0268223231,0.5331507019,39.26125975,0.01591363551,0.1333333333,6.167804577,7.5,337.2604502,0.2711096866,0.0001055254697,925.7449327
0.233286967,122844895,39,3.838903155,124.0006599,1.718449998e-13,119.0,5.000659892,32,111,163,0.1591836735,223,28.92773786,939553,92,3,0.0003959350666,255,0.03365448067,132,0.01742114293,56,0.007390787911,33,0.004355285733,16,0.002111653689,11,0.001451761911,5,0.0006598917777,57,0.007522766266,433,0.05714662795,0.1579780916,1738,0.2293783819,1327,0.1751352778,1036,0.1367295763,808,0.1066385113,470,0.06202982711,0.341072194,315774,3.019549941,76.39333333,3.78417726,6.110069949,-1.12366468e-13,0.1100699485,178.2520039,198.1041667,0.1666666667,1.247189052,6.455643519,0.785040524,0.1469975342,0.8642500795,16.33894404,19.42476749,35.41343306,1.823107178,1576.3347,11.20003258,1.18886309,5885,0.2614006989,7398.75682,758.849752,39.34101998,1.326254538,0.2064911137,0.04694548022,5.025711297,0.6640172369,19836.1387,1.185990102,65.21781557,0.03055616176,0.9622811467,55.8857527,0.02426404424,8.045941807,64.92036753,0.09941863328,8.515500376,73.25267994,5067.624809,227362.9571,131.811118,0.02722962581,0.5452156382,41.50752743,0.01545987894,0.08618186617,6.070955939,11.60336907,182.3078101,0.2791850078,0.0001352275759,812.4614014
0.1901771719,122411205,36,3.130445237,146.1223568,6.664025317e-13,142.0,4.122356768,73,130,187,0.125,177,27.78913656,808495,114,8,0.001445870233,283,0.0511476595,183,0.03307428158,112,0.02024218326,54,0.009759624074,14,0.002530272908,8,0.001445870233,35,0.00632568227,192,0.0347008856,533,0.09633110428,0.1425989517,1014,0.1832640521,931,0.1682631484,614,0.1109705404,432,0.07807699259,331,0.0598228809,0.4167645048,241876,3.314148746,100.6766917,3.098724235,6.103018254,-9.166553493000001e-15,0.1030182541,200.47066,212.3680297,0.3333333333,1.588072318,6.611744366,0.6428870878,0.1189713338,0.5071165934,19.97340048,21.52078419,24.05523072,1.117767388,1491.064025,10.89289241,1.077472222,5414,0.7223214982,9474.032216,1235.254662,58.71457636,2.936830783,0.1314141809,0.02614882363,5.842951626,0.5257701488,12281.02,1.114248409,65.10677693,0.03456384181,0.9745781876,58.77840791,0.03033874457,8.886310905,36.24825986,0.08410269109,11.59496342,90.56148492,6017.431555,251082.4292,174.178096,0.03702944521,0.5420372237,50.69215017,0.01847179971,0.07789625881,6.033765496,12.83758701,120.4385151,0.2794397102,0.0002316975769,752.0770189
0.1739090366,385555301,31,3.923867488,150.6753822,-4.318120452e-13,148.0,2.675382189,51,148,184,0.1036789298,204,26.20381055,2483733,121,5,0.0003033244358,928,0.05629701529,577,0.03500363989,324,0.01965542344,181,0.01098034458,76,0.004610531424,39,0.002365930599,30,0.001819946615,113,0.006855132249,233,0.01413491871,0.03773355982,1696,0.1028876486,3238,0.1964329046,3720,0.2256733802,2836,0.17204562,1866,0.1132006794,0.2835726055,949962,3.05301213,99.51307597,3.867660297,7.303445766,2.707452747e-13,0.3034457656,199.5805896,214.8696711,0.1428571429,1.159217454,7.591398918,0.4761661649,0.1491166995,0.8553468684,18.53294648,34.01043291,48.46205631,1.424917361,3069.885557,15.62989861,1.835133607,15994,0.4828679675,9081.11453,643.9676421,24.39473813,2.607418608,0.1726329595,0.03724645548,5.447329145,0.5576067216,43592.10947,1.046919991,78.48693558,0.01947454711,0.9889098701,74.80371226,0.01841170993,8.839641434,80.34262948,0.08002253932,12.23623732,90.37549801,30971.66335,2043152.299,499.9683215,0.02714605138,0.5188830059,46.62669066,0.0152741467,0.06090754671,6.315554401,16.41832669,260.5099602,0.2594720719,5.070077395e-05,929.1030822
0.2783766785,66283619,57,2.592354366,146.1266921,-1.943054457e-13,153.0,-6.873307879,40,161,193,0.1945392491,215,40.67826319,420991,85,18,0.006247830614,360,0.1249566123,205,0.07115584866,100,0.03471017008,41,0.01423116973,15,0.005206525512,20,0.006942034016,76,0.02637972926,144,0.04998264491,159,0.05518917043,0.06178410274,171,0.05935439084,262,0.09094064561,277,0.09614717112,441,0.1530718501,414,0.1437001041,0.4108096469,183543,3.567990619,61.95035461,2.568366043,7.383200278,7.68130979e-14,-0.6167997223,205.6467365,221.0992908,0.3333333333,1.918152364,7.981734615,-0.3046260959,0.09737437623,0.707237501,12.59356332,19.16487557,21.97468323,1.146612361,955.4355084,8.71958382,1.521799279,2777,0.5507546418,28425.36257,2458.82767,-41.61777765,5.339216787,0.07602869795,0.01384344303,6.616076493,0.4429135327,6095.828291,1.13206945,93.9318588,0.03732578029,0.9703981198,77.88606297,0.0331689833,9.558528428,28.47157191,0.09522264852,10.42048747,101.7859532,801.9698997,59459.84281,24.0093756,0.04205240915,0.4644153947,49.96853607,0.01451732586,0.1037834085,6.122242371,9.635451505,63.74916388,0.213207906,0.0003990881231,829.6348764
0.2250631422,47336018,42,3.601467298,143.7285649,6.964035543e-14,138.0,5.728564878,65,132,187,0.1478873239,190,32.34800244,313472,107,9,0.004126547455,103,0.0472260431,51,0.02338376891,38,0.01742320037,22,0.010087116,17,0.007794589638,18,0.008253094911,24,0.01100412655,80,0.03668042182,230,0.1054562127,0.1407611188,396,0.181568088,301,0.1380100871,240,0.1100412655,185,0.08482347547,160,0.07336084365,0.4461354902,97665,3.404694935,91.0619469,3.482971503,6.111416781,1.0959494560000001e-14,0.1114167813,204.3155612,224.7,0.3333333333,1.668974501,6.691779843,0.7248136545,0.1124292349,0.5848923847,12.74601095,16.78473044,18.03283833,1.074359723,772.7725806,7.841893142,1.316861448,2020,0.6110032722,9741.643378,1577.701573,71.83298271,5.075019077,0.09407451619,0.02233584354,6.190908495,0.4735454977,4933.114036,1.133565621,67.63358713,0.03975228737,0.9705462354,60.07194803,0.0339051849,8.835294118,28.34705882,0.08337370242,11.80816609,89.87058824,832.35,30971.91765,26.36905988,0.04225545837,0.5253351799,50.21383241,0.02270514569,0.1558917928,5.982227149,6.414705882,91.60588235,0.2694290657,0.0006262965286,724.5983312
